category;description;description_stem
M21;deformidade adquirida especificada membro;deform adquir especific membr
M22;deslocamento recidivante rotula;desloc recidiv rotul
M22;subluxacao recidivante rotula;sublux recidiv rotul
M22;transtornos femuropatelares;transtorn femuropatel
M22;outros desarranjos rotula;outr desarranj rotul
M22;condromalacia rotula;condromalac rotul
M22;outros transtornos rotula;outr transtorn rotul
M22;transtorno rotula , especificado;transtorn rotul , especific
M23;menisco cistico;menisc cistic
M23;menisco discoide ( congenito );menisc discoid ( congenit )
M23;transtorno menisco devido ruptura lesao antiga;transtorn menisc dev ruptur lesa antig
M23;outros transtornos menisco;outr transtorn menisc
M23;corpo flutuante joelho;corp flutuant joelh
M23;instabilidade cronica joelho;instabil cronic joelh
M23;outras rupturas espontaneas ligamento ( ) joelho;outr ruptur espontan ligament ( ) joelh
M23;outros transtornos internos joelho;outr transtorn intern joelh
M23;transtorno interno especificado joelho;transtorn intern especific joelh
M24;corpo flutuante articulacao;corp flutuant articul
M24;outros transtornos cartilagens articulares;outr transtorn cartilagens articul
M24;transtornos ligamentos;transtorn ligament
M24;deslocamento subluxacao patologicas articulacao , classificada outra parte;desloc sublux patolog articul , classific outr part
M24;deslocamento subluxacao articulacao recidivantes;desloc sublux articul recidiv
M24;contratura articular;contratur articul
M24;ancilose articular;ancilos articul
M24;protusao acetabulo;protusa acetabul
M24;outros transtornos articulares especificos , classificados outra parte;outr transtorn articul especif , classific outr part
M24;desarranjo articular especificado;desarranj articul especific
M25;hemartrose;hemartros
M25;fistula articular;fistul articul
M25;flail joint;flail joint
M25;outras instabilidades articulares;outr instabil articul
M25;derrame articular;derram articul
M25;dor articular;dor articul
M25;rigidez articular classificada outra parte;rigidez articul classific outr part
M25;osteofito;osteofit
M25;outros transtornos articulares especificados;outr transtorn articul especific
M25;transtorno articular especificado;transtorn articul especific
M30;poliarterite nodosa;poliarterit nodos
M30;poliarterite comprometimento pulmonar [ churg - strauss ];poliarterit compromet pulmon [ churg - strauss ]
M30;poliarterite juvenil;poliarterit juvenil
M30;sindrome linfonodos mucocutaneos [ kawasaki ];sindrom linfonod mucocutan [ kawasak ]
M30;outras afeccoes comuns poliarterite nodosa;outr afecco comuns poliarterit nodos
M31;angeite hipersensibilidade;angeit hipersensibil
M31;microangiopatia trombotica;microangiopat trombot
M31;granuloma linha media letal;granulom linh med letal
M31;granulomatose wegener;granulomatos wegen
M31;sindrome arco aortico [ takayasu ];sindrom arco aortic [ takayasu ]
M31;arterite celulas gigantes polimialgia reumatica;arterit celul gigant polimialg reumat
M31;outras arterites celulas gigantes;outr arterit celul gigant
M31;poliangeite microscopica;poliangeit microscop
M31;outras vasculopatias necrotizantes especificadas;outr vasculopat necrotiz especific
M31;vasculopatia necrotizante especificada;vasculopat necrotiz especific
M32;lupus eritematoso disseminado [ sistemico ] induzido drogas;lupus eritemat dissemin [ sistem ] induz drog
M32;lupus eritematoso disseminado [ sistemico ] comprometimento outros orgaos sistemas;lupus eritemat dissemin [ sistem ] compromet outr orga sistem
M32;outras formas lupus eritematoso disseminado [ sistemico ];outr form lupus eritemat dissemin [ sistem ]
M32;lupus eritematoso disseminado [ sistemico ] especificado;lupus eritemat dissemin [ sistem ] especific
M33;dermatomiosite juvenil;dermatomiosit juvenil
M33;outras dermatomiosites;outr dermatomiosit
M33;polimiosite;polimiosit
M33;dermatopolimiosite especificada;dermatopolimiosit especific
M34;esclerose sistemica progressiva;escleros sistem progress
M34;sindrome ( );sindrom ( )
M34;esclerose sistemica induzida droga substancias quimicas;escleros sistem induz drog substanc quimic
M34;outras formas esclerose sistemica;outr form escleros sistem
M34;esclerose sistemica especificada;escleros sistem especific
M35;sindrome seca [ sjogren ];sindrom sec [ sjogren ]
M35;outras sindromes superpostas;outr sindrom superpost
M35;doenca behcet;doenc behcet
M35;polimialgia reumatica;polimialg reumat
M35;fasciite ( eosinofilica ) difusa;fasciit ( eosinofil ) difus
M35;fibroesclerose multifocal;fibroescleros multifocal
M35;paniculite recidivante [ weber - christian ];paniculit recidiv [ web - christian ]
M35;sindrome hipermobilidade;sindrom hipermobil
M35;outro comprometimento sistemico especificado tecido conjuntivo;outr compromet sistem especific tec conjunt
M35;comprometimento sistemico especificado tecido conjuntivo;compromet sistem especific tec conjunt
M36;dermato ( poli ) miosite doencas neoplasicas;dermat ( pol ) miosit doenc neoplas
M36;artropatia doencas neoplasicas classificadas;artropat doenc neoplas classific
M36;artropatia hemofilica;artropat hemofil
M36;artropatias outras doencas hematologicas;artropat outr doenc hematolog
M36;artropatia associada reacoes hipersensibilidade classificadas outra parte;artropat assoc reaco hipersensibil classific outr part
M36;doencas sistemicas tecido conjuntivo outras doencas classificadas outra parte;doenc sistem tec conjunt outr doenc classific outr part
M40;cifose postural;cifos postural
M40;outras cifoses secundarias;outr cifos secundar
M40;outras cifoses especificadas;outr cifos especific
M40;sindrome retificacao coluna vertebral;sindrom retific colun vertebral
M40;outras lordoses;outr lordos
M40;lordose especificada;lordos especific
M41;escoliose idiopatica infantil;escolios idiopat infantil
M41;escoliose idiopatica juvenil;escolios idiopat juvenil
M41;outras escolioses idiopaticas;outr escolios idiopat
M41;escoliose toracogenica;escolios toracogen
M41;escoliose neuromuscular;escolios neuromuscul
M41;outras escolioses secundarias;outr escolios secundar
M41;outras formas escoliose;outr form escolios
M41;escoliose especificada;escolios especific
M42;osteocondrose vertebral juvenil;osteocondros vertebral juvenil
M42;osteocondrose vertebral adulto;osteocondros vertebral adult
M42;osteocondrose vertebral , especificada;osteocondros vertebral , especific
M43;espondilolise;espondilolis
M43;espondilolistese;espondilolistes
M43;outras fusoes coluna vertebral;outr fuso colun vertebral
M43;subluxacao atlanto - axial recidivante mielopatia;sublux atlant - axial recidiv mielopat
M43;outras subluxacoes atlanto - axiais recidivantes;outr sublux atlant - axi recidiv
M43;outras subluxacoes vertebrais recidivantes;outr sublux vertebr recidiv
M43;torcicolo;torcicol
M43;outras dorsopatias deformantes especificadas;outr dorsopat deform especific
M43;dorsopatia deformante , especificada;dorsopat deform , especific
M45;espondilite ancilosante;espondilit ancilos
M46;entesopatia vertebral;entesopat vertebral
M46;sacroileite classificada outra parte;sacroileit classific outr part
M46;osteomielite vertebras;osteomielit vertebr
M46;infeccao ( piogenica ) disco intervertebral;infecca ( piogen ) disc intervertebral
M46;discite especificada;discit especific
M46;outras espondilopatias infecciosas;outr espondilopat infecc
M46;outras espondilopatias inflamatorias especificadas;outr espondilopat inflamator especific
M46;espondilopatia inflamatoria especificada;espondilopat inflamator especific
M47;sindromes compressao arteria espinhal anterior vertebral anterior;sindrom compressa arter espinhal anterior vertebral anterior
M47;outras espondiloses mielopatia;outr espondilos mielopat
M47;outras espondiloses radiculopatias;outr espondilos radiculopat
M47;outras espondiloses;outr espondilos
M47;espondilose especificada;espondilos especific
M48;estenose coluna vertebral;estenos colun vertebral
M48;hiperostose ancilosante [ forestier ];hiperostos ancilos [ foresti ]
M48;kissing spine;kissing spin
M48;espondilopatia traumatica;espondilopat traumat
M48;fratura fadiga vertebra;fratur fadig vertebr
M48;vertebra colapsada classificada outra parte;vertebr colaps classific outr part
M48;outras espondilopatias especificadas;outr espondilopat especific
M48;espondilopatia especificada;espondilopat especific
M49;tuberculose coluna vertebral;tuberculos colun vertebral
M49;espondilite brucella;espondilit brucell
M49;espondilite enterobacterias;espondilit enterobacter
M49;espondilopatia outras doencas infeciosas parasitarias classificadas outra parte;espondilopat outr doenc infec parasitar classific outr part
M49;espondilopatia neuropatica;espondilopat neuropat
M49;vertebra colapsada doencas classificadas outra parte;vertebr colaps doenc classific outr part
M49;espondilopatia outras doencas classificadas outra parte;espondilopat outr doenc classific outr part
M50;transtorno disco cervical mielopatia;transtorn disc cervical mielopat
M50;transtorno disco cervical radiculopatia;transtorn disc cervical radiculopat
M50;outro deslocamento disco cervical;outr desloc disc cervical
M50;outra degeneracao disco cervical;outr degener disc cervical
M50;outros transtornos discos cervicais;outr transtorn disc cervic
M50;transtorno especificado disco cervical;transtorn especific disc cervical
M51;transtornos discos lombares outros discos intervertebrais mielopatia;transtorn disc lomb outr disc intervertebr mielopat
M51;transtornos discos lombares outros discos intervertebrais radiculopatia;transtorn disc lomb outr disc intervertebr radiculopat
M51;outros deslocamentos discais intervertebrais especificados;outr desloc disc intervertebr especific
M51;outra degeneracao especificada disco intervertebral;outr degener especific disc intervertebral
M51;nodulos schmorl;nodul schmorl
M51;outros transtornos especificados discos intervertebrais;outr transtorn especific disc intervertebr
M51;transtorno especificado disco intervertebral;transtorn especific disc intervertebral
M53;sindrome cervicocraniana;sindrom cervicocranian
M53;sindrome cervicobraquial;sindrom cervicobraquial
M53;instabilidades coluna vertebral;instabil colun vertebral
M53;transtornos sacroccigeos classificados outra parte;transtorn sacroccig classific outr part
M53;outras dorsopatias especificadas;outr dorsopat especific
M53;dorsopatia especificada;dorsopat especific
M54;paniculite atingindo regioes pescoco dorso;paniculit ating regio pescoc dors
M54;radiculopatia;radiculopat
M54;cervicalgia;cervicalg
M54;ciatica;ciatic
M54;lumbago ciatica;lumbag ciatic
M54;dor lombar baixa;dor lomb baix
M54;dor coluna toracica;dor colun torac
M54;outra dorsalgia;outr dorsalg
M54;dorsalgia especificada;dorsalg especific
M60;miosite infecciosa;miosit infecc
M60;miosite intersticial;miosit intersticial
M60;granuloma corpo estranho tecido mole classificado outra parte;granulom corp estranh tec mol classific outr part
M60;outras miosites;outr miosit
M60;miosite especificada;miosit especific
M61;miosite ossificante traumatica;miosit ossific traumat
M61;miosite ossificante progressiva;miosit ossific progress
M61;calcificacao ossificacao paralitica musculo;calcific ossific paralit muscul
M61;calcificacao ossificacao musculo associadas queimaduras;calcific ossific muscul assoc queimadur
M61;outra calcificacao musculo;outr calcific muscul
M61;outra ossificacao musculo;outr ossific muscul
M61;calcificacao ossificacao musculo especificada;calcific ossific muscul especific
M62;diastase musculo;diastas muscul
M62;outras rupturas musculares ( - traumaticas );outr ruptur muscul ( - traumat )
M62;infarto isquemico musculo;infart isquem muscul
M62;sindrome imobilidade ( paraplegica );sindrom imobil ( parapleg )
M62;contratura musculo;contratur muscul
M62;perda atrofia muscular classificadas outra parte;perd atrof muscul classific outr part
M62;distensao muscular;distensa muscul
M62;outros transtornos musculares especificados;outr transtorn muscul especific
M62;transtorno muscular especificado;transtorn muscul especific
M63;miosite doencas bacterianas classificadas outra parte;miosit doenc bacterian classific outr part
M63;miosite doencas infecciosas causadas protozoarios parasitas classificadas outra parte;miosit doenc infecc caus protozoari parasit classific outr part
M63;miosite outras doencas infecciosas classificadas outra parte;miosit outr doenc infecc classific outr part
M63;miosite sarcoidose;miosit sarcoidos
M63;outros transtornos musculares doencas classificadas outra parte;outr transtorn muscul doenc classific outr part
M65;abscesso bainha tendinea;abscess bainh tendin
M65;outras ( teno ) sinovites infecciosas;outr ( ten ) sinovit infecc
M65;tendinite calcificada;tendinit calcific
M65;dedo gatilho;ded gatilh
M65;tenossinovite estiloide radial [ quervain ];tenossinovit estiloid radial [ quervain ]
M65;outras sinovites tenossinovites;outr sinovit tenossinovit
M65;sinovite tenossinovite especificadas;sinovit tenossinovit especific
M66;ruptura cisto popliteo;ruptur cist poplit
M66;ruptura sinovia;ruptur sinov
M66;ruptura espontanea tendoes extensores;ruptur espontan tendo extensor
M66;ruptura espontanea tendoes flexores;ruptur espontan tendo flexor
M66;ruptura espontanea outros tendoes;ruptur espontan outr tendo
M66;ruptura espontanea tendoes especificados;ruptur espontan tendo especific
M67;tendao aquiles curto ( adquirido );tenda aquil curt ( adquir )
M67;outra contratura tendao ( bainha );outr contratur tenda ( bainh )
M67;hipertrofia sinovial classificada outra parte;hipertrof sinovial classific outr part
M67;sinovite transitoria;sinovit transitor
M67;ganglios;gangli
M67;outros transtornos especificados sinovia tendao;outr transtorn especific sinov tenda
M67;transtorno especificado sinovia tendao;transtorn especific sinov tenda
M68;sinovite tenossinovite doencas bacterianas classificadas outra parte;sinovit tenossinovit doenc bacterian classific outr part
